"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
0.98128,0.1753,0.38873,0.25537,0.19855,0.71857,0.34362,0.43996,0.6541,0.58895,0.48032,0.50631,0.44786,0.54282,0.50719,0.65054,0.78177,0.51669,0.75123,0.83951,13.9
0.44527,0.20577,0.69779,0.023976,0.22449,0.84374,0.43045,0.67292,0.66793,0.63883,0.37327,0.49777,0.51374,0.49552,0.50922,0.51743,0.54363,0.49699,0.51931,0.43693,13.8
0.50546,0.56247,0.94142,0.15703,0.073069,0.20035,0.30444,0.52423,0.50341,0.54491,0.39799,0.49224,0.51591,0.48788,0.50953,0.23185,0.58558,0.38856,0.71347,0.33377,11.8
0.53182,0.20943,0.95388,0.031892,0.13099,0.37035,0.59159,0.50507,0.38041,0.50405,0.29588,0.4799,0.56024,0.57573,0.50269,0.36407,0.26031,0.33874,0.42225,0.11539,11
0.59298,0.92323,0.48672,0.30802,0.095568,0.40527,0.19558,0.56026,0.63046,0.61167,0.41958,0.49622,0.49393,0.51858,0.50317,0.46617,0.56158,0.49105,0.56968,0.53743,15.7
0.37028,0.93316,0.065599,0.057485,0.37514,0.95928,0.0089179,0.032949,0.26838,0.13622,0.97382,0.51104,0.44473,0.21115,0.52392,0.3564,0.75112,0.53419,0.84751,0.63469,20.7
0.04437,0.15138,0.5405,0.70233,0.19651,0.79662,0.64028,0.2769,0.45608,0.39977,0.78215,0.49763,0.41892,0.47282,0.47888,0.75855,0.44226,0.65991,0.34473,0.85713,21.6
0.22656,0.90867,0.062242,0.040093,0.3059,0.67847,0.7043,0.60557,0.49451,0.48923,0.59932,0.49959,0.52203,0.49679,0.50444,0.54538,0.56904,0.54761,0.56353,0.5436,20.8
0.089897,0.25185,0.45375,0.5908,0.16019,0.54173,0.80513,0.69875,0.62244,0.63836,0.37716,0.48499,0.48442,0.61963,0.4875,0.75253,0.29922,0.61079,0.17071,0.6322,20.9
0.51612,0.55903,0.1377,0.68202,0.15573,0.04944,0.96399,0.29214,0.18048,0.2824,0.61001,0.49805,0.51349,0.48781,0.47307,0.43988,0.34487,0.38178,0.50085,0.40766,21
0.10841,0.27788,0.44262,0.61214,0.13486,0.41225,0.063288,0.67454,0.61773,0.6261,0.37626,0.48248,0.62149,0.54036,0.50748,0.48672,0.30806,0.34938,0.46511,0.054614,16.3
0.17639,0.057039,0.32653,0.66456,0.1951,0.018721,0.57036,0.1773,0.13639,0.20001,0.83365,0.47691,0.59427,0.46492,0.48214,0.6003,0.19996,0.41485,0.3446,0.17675,16.7
0.98173,0.98763,0.0073357,0.075006,0.28993,0.38673,0.34204,0.41774,0.39763,0.41028,0.67435,0.49432,0.53126,0.49372,0.51315,0.4362,0.51693,0.48423,0.56026,0.46981,19.7
0.90184,0.05973,0.25637,0.11649,0.38048,0.92077,0.90302,0.37874,0.59012,0.47597,0.80218,0.48575,0.33621,0.46346,0.44213,0.89203,0.53858,0.78955,0.30993,0.9928,17.6
0.37658,0.53384,0.96639,0.10119,0.11747,0.21263,0.54906,0.91752,0.86762,0.67149,0.78539,0.48472,0.36976,0.20837,0.5282,0.22722,0.85574,0.67252,0.84525,0.81764,11.1
0.83015,0.57523,0.68716,0.98081,0.095817,0.97984,0.30758,0.42002,0.60619,0.52582,0.6812,0.48993,0.4749,0.43739,0.52196,0.33783,0.65321,0.61383,0.55878,0.62716,21.5
0.081989,0.10313,0.40609,0.69268,0.21873,0.79753,0.54113,0.24816,0.46781,0.4,0.77985,0.49763,0.4036,0.45613,0.48268,0.75512,0.41871,0.64985,0.31626,0.8692,21.4
0.31516,0.82151,0.043347,0.062687,0.30506,0.69596,0.7111,0.61299,0.54379,0.53137,0.53337,0.49953,0.509,0.51251,0.49721,0.51897,0.61741,0.51881,0.62135,0.61614,21.1
0.15807,0.90906,0.3315,0.34937,0.16174,0.47136,0.6302,0.37592,0.38565,0.38499,0.71358,0.49663,0.50193,0.48946,0.49404,0.48875,0.6061,0.52167,0.61974,0.646,21.6
0.4009,0.69272,0.20336,0.63268,0.16818,0.12686,0.93775,0.2668,0.21382,0.27155,0.73456,0.50475,0.51464,0.48776,0.47667,0.43321,0.56969,0.44196,0.68614,0.62309,19.6
0.39392,0.73464,0.32904,0.75392,0.13078,0.21923,0.89984,0.32093,0.25598,0.31148,0.69043,0.50077,0.52014,0.47716,0.48519,0.40781,0.50995,0.44083,0.61304,0.49659,20.6
0.26712,0.4298,0.28801,0.77669,0.10994,0.24448,0.35893,0.40366,0.47979,0.52213,0.45178,0.49229,0.47917,0.53473,0.49538,0.50239,0.41535,0.47888,0.40747,0.53664,19.6
0.20384,0.72724,0.28946,0.42126,0.16364,0.43758,0.68353,0.4627,0.45436,0.46007,0.58748,0.49962,0.50035,0.49219,0.49119,0.51093,0.53526,0.4932,0.56202,0.59103,20.1
0.61832,0.73505,0.37459,0.72002,0.14303,0.89439,0.27245,0.50783,0.57646,0.53214,0.59372,0.49215,0.5141,0.47413,0.53143,0.42104,0.56969,0.55922,0.52473,0.46257,20.2
0.20694,0.21941,0.26273,0.55033,0.17943,0.59545,0.40591,0.41924,0.56139,0.53644,0.55101,0.49881,0.44652,0.51146,0.49193,0.62795,0.47174,0.56996,0.3912,0.74054,19.9
0.96485,0.26242,0.3786,0.98493,0.12724,0.79766,0.46908,0.79829,0.5961,0.63271,0.27382,0.49179,0.64418,0.54437,0.52823,0.37818,0.38155,0.37469,0.48581,0.040937,19.7
0.091915,0.2008,0.5759,0.65656,0.16718,0.63341,0.67072,0.24051,0.36598,0.35888,0.73724,0.49796,0.45059,0.49717,0.48772,0.6458,0.43557,0.577,0.38754,0.7679,20
0.13543,0.089244,0.52984,0.59799,0.21166,0.73151,0.81324,0.26196,0.36644,0.35747,0.74269,0.49335,0.44691,0.50896,0.48135,0.73809,0.40931,0.6045,0.31554,0.81689,20.1
0.66159,0.51298,0.45592,0.67816,0.15088,0.95544,0.29433,0.54719,0.73692,0.62035,0.60537,0.5025,0.45593,0.47279,0.50278,0.5586,0.71111,0.62471,0.60778,0.80599,20.5
0.80573,0.23579,0.26035,0.62772,0.22084,0.7374,0.81362,0.4059,0.39637,0.40154,0.61027,0.49835,0.50931,0.52093,0.4793,0.74863,0.27754,0.52322,0.27734,0.47047,21
0.33489,0.46529,0.1814,0.17476,0.20532,0.71642,0.37236,0.65807,0.65126,0.63933,0.37176,0.4964,0.49462,0.50472,0.5081,0.44419,0.55648,0.50349,0.50722,0.45796,17.2
0.24997,0.10259,0.49873,0.53826,0.18874,0.634,0.6715,0.36221,0.44193,0.4456,0.59566,0.49345,0.45789,0.53047,0.48402,0.67499,0.37051,0.54659,0.32789,0.68871,19
0.61993,0.58806,0.38572,0.54092,0.15084,0.71305,0.63293,0.49857,0.55926,0.53714,0.50659,0.50165,0.47091,0.50428,0.48778,0.5446,0.52557,0.49188,0.54548,0.63601,19.5
0.42575,0.16401,0.51382,0.46485,0.17507,0.41334,0.74364,0.44226,0.43262,0.43617,0.61437,0.50194,0.48837,0.48298,0.49787,0.44435,0.60969,0.49702,0.65133,0.63997,16.3
0.75766,0.10332,0.4219,0.54731,0.16233,0.39914,0.33892,0.46472,0.50354,0.51211,0.48082,0.5019,0.5109,0.48717,0.50071,0.43474,0.52296,0.4662,0.56183,0.45216,15.6
0.88287,0.32953,0.19515,0.10091,0.29656,0.71198,0.4471,0.56382,0.70789,0.53795,0.76126,0.51127,0.42919,0.36609,0.43952,0.73783,0.87922,0.80864,0.63994,0.95241,16.3
0.1866,0.3872,0.79428,0.32881,0.1281,0.76609,0.36883,0.49399,0.52313,0.53616,0.45355,0.48884,0.51569,0.52581,0.51698,0.38389,0.46896,0.45521,0.50991,0.3621,15.2
0.82701,0.15439,0.53877,0.32053,0.22782,0.27954,0.85508,0.46685,0.50908,0.3649,0.86252,0.53235,0.48271,0.42001,0.478,0.79929,0.8595,0.67296,0.81495,0.95706,16.3
0.66174,0.62376,0.57796,0.21626,0.15758,0.67186,0.53278,0.52059,0.60241,0.5357,0.56704,0.51373,0.49595,0.5049,0.50213,0.55437,0.79538,0.51753,0.80071,0.76137,14.2
0.50039,0.67581,0.85714,0.46134,0.10058,0.71883,0.37042,0.49293,0.59913,0.51752,0.62729,0.50914,0.49357,0.4659,0.50292,0.57572,0.75234,0.56897,0.72174,0.74512,15.2
0.88642,0.083563,0.50157,0.075266,0.21496,0.18833,0.69265,0.59189,0.52932,0.50927,0.53155,0.51073,0.49893,0.39084,0.50414,0.118,0.8752,0.38354,0.95289,0.59425,12.2
0.68747,0.19557,0.9372,0.031824,0.14505,0.28056,0.70388,0.46639,0.3481,0.43509,0.44954,0.49331,0.54837,0.46992,0.51109,0.22032,0.51164,0.35627,0.70232,0.21001,11.5
0.5287,0.15471,0.37283,0.1422,0.3015,0.99635,0.013543,0.0037637,0.089236,0.13676,0.65561,0.49679,0.5933,0.62125,0.51119,0.37507,0.16908,0.24287,0.34532,0.076656,15.5
0.28017,0.26334,0.25015,0.53597,0.24126,0.61672,0.45223,0.040137,0.13314,0.14359,0.90121,0.49985,0.51427,0.39122,0.47781,0.50837,0.45913,0.41069,0.63017,0.4568,19.3
0.081989,0.10313,0.40609,0.69268,0.21873,0.79753,0.54113,0.24816,0.46781,0.4,0.77985,0.49763,0.4036,0.45613,0.48268,0.75512,0.41871,0.64985,0.31626,0.8692,21.4
0.30333,0.47006,0.70284,0.86751,0.13803,0.93297,0.83922,0.66238,0.655,0.59347,0.5023,0.51124,0.51618,0.48898,0.50609,0.30731,0.82533,0.45011,0.89043,0.65145,20.5
0.16919,0.25922,0.25837,0.82453,0.10188,0.0014574,0.0008923,0.23085,0.52372,0.46999,0.74783,0.50416,0.45348,0.41645,0.50665,0.54652,0.73182,0.69573,0.53163,0.85649,13.7
0.13737,0.27499,0.35508,0.77848,0.10578,0.0027719,0.0022187,0.26594,0.51418,0.44652,0.77152,0.51316,0.49654,0.4064,0.52172,0.47934,0.85574,0.65297,0.74382,0.83832,12.6
0.088113,0.17781,0.53287,0.50512,0.1381,0.12809,0.24538,0.68162,0.41529,0.53851,0.27179,0.47047,0.70754,0.61466,0.49774,0.48244,0.14093,0.22827,0.38322,0.0048194,15.8
0.67175,0.032993,0.10209,0.12228,0.27987,0.66317,0.030276,0.57814,0.78804,0.73403,0.36151,0.48811,0.40231,0.50812,0.50834,0.68381,0.3928,0.6588,0.20198,0.7682,16.4
0.77583,0.22168,0.51515,0.48328,0.16725,0.13746,0.69418,0.84295,0.80529,0.62168,0.73495,0.50652,0.4189,0.37242,0.50488,0.6432,0.83329,0.73164,0.70452,0.9267,16.6
0.99963,0.33181,0.32255,0.5625,0.20927,0.39313,0.2585,0.13382,0.35939,0.28928,0.95357,0.4957,0.34235,0.38766,0.57387,0.72911,0.63804,0.78669,0.47508,0.9668,14.6
0.66151,0.26495,0.95551,0.040493,0.13016,0.23816,0.79674,0.47943,0.32202,0.41,0.47425,0.48843,0.55944,0.44901,0.5018,0.14393,0.43569,0.331,0.66854,0.14506,11.6
0.9763,0.27311,0.40058,0.98462,0.13367,0.8804,0.50453,0.84284,0.63543,0.6558,0.24802,0.48901,0.65678,0.51941,0.51171,0.2807,0.50865,0.36975,0.61662,0.031507,19.2
0.5539,0.6185,0.74439,0.96088,0.10259,0.93067,0.7444,0.53272,0.48999,0.47273,0.60809,0.49526,0.54972,0.46696,0.52024,0.31883,0.59502,0.49022,0.65544,0.34337,21.7
0.11697,0.15487,0.52778,0.7711,0.15829,0.82778,0.26367,0.44443,0.61501,0.56095,0.58082,0.49044,0.452,0.51424,0.49577,0.71295,0.40139,0.64066,0.26245,0.71325,21.6
0.2684,0.75533,0.34891,0.65871,0.14857,0.21575,0.94374,0.26758,0.22731,0.26695,0.77171,0.50473,0.51316,0.46274,0.48201,0.39876,0.62796,0.45558,0.72441,0.65381,20
0.27626,0.69662,0.16479,0.17908,0.26264,0.81779,0.75317,0.62019,0.52683,0.50314,0.59577,0.50468,0.53526,0.49385,0.50992,0.53058,0.62987,0.54895,0.61384,0.54695,19.3
0.10815,0.29376,0.5108,0.63953,0.16241,0.84968,0.33571,0.35325,0.55332,0.49028,0.67491,0.49646,0.43941,0.47234,0.49913,0.63137,0.50432,0.62257,0.40133,0.75586,20.9
0.20259,0.62345,0.41,0.57084,0.1649,0.51965,0.94352,0.43525,0.34747,0.37907,0.6444,0.50917,0.52737,0.49776,0.49718,0.45822,0.63018,0.46835,0.70424,0.60297,19.9
0.17186,0.30351,0.38368,0.69137,0.15469,0.45639,0.5211,0.29655,0.39657,0.40054,0.67207,0.49488,0.47088,0.487,0.49166,0.58378,0.45519,0.53795,0.43883,0.6538,19.1
0.64653,0.85226,0.024487,0.17332,0.20549,0.45562,0.17289,0.47982,0.60755,0.60509,0.40844,0.49126,0.45917,0.51493,0.49231,0.48309,0.42119,0.47159,0.4483,0.54273,21.5
0.90464,0.38337,0.21581,0.89914,0.15268,0.62059,0.57481,0.51321,0.46699,0.49321,0.48377,0.49203,0.53033,0.50941,0.49806,0.48688,0.36689,0.47559,0.39703,0.29125,19.5
0.17785,0.37413,0.34353,0.55024,0.16924,0.38198,0.58991,0.30424,0.38909,0.38621,0.7073,0.50617,0.47612,0.46232,0.4997,0.43502,0.69284,0.53401,0.69605,0.7623,17.7
0.93509,0.37311,0.48858,0.97766,0.12233,0.85611,0.54063,0.65641,0.54096,0.54272,0.45699,0.49765,0.58324,0.49004,0.52805,0.3228,0.537,0.44645,0.62616,0.16926,19.4
0.98173,0.98763,0.0073357,0.075006,0.28993,0.38673,0.34204,0.41774,0.39763,0.41028,0.67435,0.49432,0.53126,0.49372,0.51315,0.4362,0.51693,0.48423,0.56026,0.46981,19.7
0.22611,0.13334,0.50601,0.54001,0.17317,0.47767,0.72754,0.37568,0.40556,0.43795,0.57214,0.49488,0.47137,0.55087,0.48096,0.64826,0.33952,0.53461,0.32007,0.63549,18.6
0.86242,0.67715,0.70194,0.90587,0.088104,0.6918,0.70625,0.36993,0.4471,0.43521,0.62157,0.496,0.48206,0.49195,0.48271,0.45328,0.52417,0.49935,0.56402,0.60793,19.3
0.37294,0.69757,0.53727,0.20724,0.15166,0.56191,0.35337,0.55836,0.61922,0.55286,0.57329,0.50691,0.49943,0.48519,0.50478,0.58659,0.68299,0.5528,0.65397,0.68391,15.7
0.40658,0.12309,0.50453,0.2706,0.17166,0.34274,0.45167,0.76856,0.56522,0.64779,0.16664,0.49113,0.60209,0.58953,0.51563,0.27813,0.3989,0.28148,0.6009,0.069545,14.4
0.77261,0.6019,0.65067,0.59242,0.12868,0.16313,0.68878,0.41808,0.50608,0.33956,0.90387,0.5398,0.50362,0.33271,0.4862,0.46618,0.9746,0.62637,0.9782,0.95455,15.3
0.31059,0.39321,0.73301,0.18914,0.12703,0.47894,0.40929,0.56641,0.53449,0.55886,0.39969,0.4892,0.51519,0.5081,0.50826,0.25811,0.45411,0.403,0.58628,0.27699,13.8
0.30441,0.41606,0.79196,0.1553,0.12043,0.46723,0.34607,0.51714,0.54268,0.55692,0.41278,0.49359,0.51543,0.5251,0.51201,0.37685,0.55566,0.42242,0.63699,0.4231,13.2
0.66151,0.26495,0.95551,0.040493,0.13016,0.23816,0.79674,0.47943,0.32202,0.41,0.47425,0.48843,0.55944,0.44901,0.5018,0.14393,0.43569,0.331,0.66854,0.14506,11.6
0.62644,0.82025,0.99414,0.30852,0.049427,0.44454,0.3718,0.31046,0.48485,0.42035,0.77774,0.48081,0.56437,0.35555,0.47888,0.4858,0.90072,0.5435,0.95364,0.79519,10.05
0.99171,0.56443,0.98232,0.18332,0.054514,0.47233,0.16218,0.12894,0.28574,0.39591,0.50745,0.4233,0.62982,0.54802,0.46293,0.65382,0.4177,0.3655,0.66671,0.27769,9.45
0.70548,0.85087,0.99469,0.23224,0.044983,0.283,0.37751,0.28259,0.46793,0.41672,0.75183,0.48055,0.5761,0.35798,0.45663,0.53264,0.90772,0.52863,0.96063,0.81708,9.79
0.75966,0.8867,0.99296,0.31404,0.04458,0.15703,0.28597,0.36083,0.5004,0.44434,0.71398,0.51263,0.46749,0.43097,0.49368,0.58083,0.84142,0.60842,0.81889,0.88299,9.79
0.98935,0.65285,0.99711,0.080251,0.068381,0.1401,0.73421,0.23227,0.17044,0.329,0.47787,0.47316,0.54539,0.57568,0.49865,0.83757,0.14393,0.50159,0.12836,0.27901,9.5
0.85522,0.22128,0.98712,0.00039838,0.16199,0.32903,0.67927,0.54315,0.43149,0.5005,0.41806,0.49426,0.55177,0.37507,0.51018,0.059217,0.63126,0.33381,0.86059,0.15594,9
0.45907,0.49261,0.99865,0.0086541,0.099059,0.65947,0.48213,0.68824,0.60107,0.60135,0.44579,0.48552,0.49178,0.38115,0.51455,0.28781,0.55878,0.47811,0.62701,0.31242,8.8
0.18526,0.48164,0.50955,0.79886,0.13822,0.30182,0.92864,0.26474,0.24565,0.29543,0.73071,0.49823,0.49911,0.51285,0.48102,0.55878,0.41252,0.50361,0.46387,0.63671,22.1
0.86296,0.75313,0.39474,0.97918,0.075957,0.69052,0.44234,0.40632,0.51373,0.51591,0.53337,0.49297,0.49762,0.47165,0.51802,0.24774,0.56973,0.46313,0.62475,0.46234,22.5
0.86296,0.75313,0.39474,0.97918,0.075957,0.69052,0.44234,0.40632,0.51373,0.51591,0.53337,0.49297,0.49762,0.47165,0.51802,0.24774,0.56973,0.46313,0.62475,0.46234,22.5
0.30417,0.90345,0.21309,0.49628,0.14119,0.35882,0.71576,0.4023,0.37735,0.41538,0.57708,0.49454,0.50837,0.46699,0.49588,0.3706,0.49207,0.42828,0.60991,0.43775,22.4
0.26519,0.85313,0.17591,0.34205,0.17881,0.52022,0.63273,0.4667,0.47516,0.48092,0.57381,0.49694,0.49013,0.49503,0.4955,0.46181,0.51719,0.49362,0.55161,0.57317,22
0.066084,0.78901,0.4993,0.28638,0.18268,0.89789,0.80901,0.59958,0.54707,0.52553,0.55853,0.49998,0.52219,0.53851,0.50288,0.60474,0.47296,0.53725,0.48683,0.53974,22.3
0.10526,0.8215,0.34249,0.1913,0.21486,0.86785,0.7858,0.62958,0.53567,0.52893,0.53235,0.49123,0.52434,0.54493,0.49427,0.64169,0.41562,0.52786,0.40517,0.47798,22.3
0.31769,0.64538,0.38399,0.7392,0.15128,0.42503,0.93298,0.33327,0.27629,0.31939,0.70388,0.49665,0.51761,0.48875,0.48951,0.49021,0.4567,0.46879,0.53974,0.53542,22.1
0.30874,0.78712,0.11645,0.29525,0.21475,0.42056,0.68277,0.36154,0.38055,0.39957,0.65881,0.4965,0.47599,0.50046,0.48524,0.58624,0.41817,0.53192,0.4178,0.64421,23.2
0.57635,0.77082,0.10747,0.60108,0.13416,0.041341,0.93834,0.75654,0.43114,0.59216,0.20681,0.47905,0.55747,0.67332,0.47396,0.64825,0.11631,0.42092,0.12018,0.19387,23.2
0.81397,0.8574,0.031982,0.41557,0.18369,0.35861,0.62074,0.49758,0.45737,0.51812,0.3942,0.49004,0.4988,0.50958,0.48182,0.41262,0.30575,0.39662,0.41801,0.29781,23.2
0.62508,0.81938,0.45159,0.82499,0.098314,0.62932,0.57506,0.4118,0.43681,0.47196,0.51644,0.48693,0.50283,0.50692,0.49338,0.41996,0.3485,0.4493,0.4053,0.34904,22.4
0.88295,0.32483,0.23372,0.85876,0.16617,0.57628,0.78142,0.38704,0.38519,0.40088,0.61486,0.49338,0.5042,0.49739,0.48017,0.6388,0.28375,0.50059,0.30756,0.44058,22.5
